# Naver Cloud — 2026 Q2 — 반기보고서 (2026.06)
# source label: Naver Cloud Q2 FY2026 (08-14-2026)
# DART rcept_no: 20260814002266   filed: 20260814   url: https://dart.fss.or.kr/dsaf001/main.do?rcptNo=20260814002266
# financials: 연결 (consolidated), KRW

## FINANCIAL STATEMENTS (fnlttSinglAcntAll)


### 재무상태표
account | 제 28 기 반기말 | YTD | 제 27 기말 | 전전기

(나) 회사의 강점

네이버웹툰은 국내 최초 웹툰 크리에이터 플랫폼 '도전만화'와 글로벌 아마추어 크리에이터 플랫폼 'CANVAS'를 운영하고 있으며, 이를 통해 국내외 아마추어 크리에이터의 발굴 및 육성을 도모하고 프로페셔널 크리에이터로의 성장을 적극 지원하고 있습니다. 네이버웹툰과 왓패드를 포함하는 네이버의 스토리텔링 플랫폼을 통해 전세계 약 2,700만명의 크리에이터가 약 6,800만여편 이상의 작품을 선보이고 있습니다.

이 중에서도 'Lore Olympus', 'UnOrdinary', 'The Mafia Nanny', 'School Bus Graveyard' 등의 CANVAS 출신 작품은 미국 웹툰 매출 상위권을 유지하며 큰 수익을 창출함은 물론 네이버웹툰의 글로벌 플랫폼을 통해 전세계에 서비스되고 있어 크리에이터들의 선망의 대상이 되고 있습니다. 이와 같이 CANVAS는 크리에이터가 자신의 작품을 가장 발표하고 싶은 플랫폼으로 자리매김하고 있으며, 이러한 네이버웹툰의 Flywheel은 양질의 콘텐츠 및 역량 있는 크리에이터의 발굴 및 확보가 필수적인 산업의 특성상 네이버웹툰만이 갖고 있는 강점이라고 할 수 있습니다. 

또한 독보적인 창작 생태계를 통해 발굴된 웹툰과 웹소설 콘텐츠를 연계한 노블코믹스 콘텐츠 전략을 통해 웹툰/웹소설 플랫폼의 성공적인 동반 성장 모델을 구축하였습니다. 네이버웹툰은 검증된 스토리와 팬덤을 보유한 웹소설 원작을 웹툰화 하여 웹툰 사업 내에서의 성공과 더불어 웹툰 유저의 웹소설 원작으로의 유입을 강화하고 있습니다. 이러한 노블코믹스 전략은 '내 남편과 결혼해줘', '화산귀환', '전지적독자시점' 등 다수의 성공사례를 통해 성과가 검증되었으며, 이를 통한 웹툰과 웹소설 플랫폼 동반 성장을 적극적으로 추진하고 있습니다.

또한 네이버와 네이버웹툰은 글로벌 IP 플랫폼 기업 인수 및 신규 서비스 런칭을 통해 콘텐츠 밸류체인 경쟁력을 강화해 나가고 있습니다. 2021년 5월 네이버는 세계 최대 웹소설 플랫폼 왓패드(Wattpad) 인수를 완료했습니다. 왓패드는 세계 최대 스토리텔링 플랫폼으로서, 네이버웹툰이 쌓아온 IP 비즈니스 노하우를 접목하여 왓패드의 플랫폼 및 비즈니스 모델의 고도화를 추진 중입니다. 2023년 5월 네이버가 보유한 왓패드 지분을 활용하여 웹툰 사업을 영위하는 웹툰엔터테인먼트에 출자하였으며, 웹툰과 왓패드의 시너지 강화를 통해 북미 시장 공략을 가속화하고 있습니다. 또한, 2025년 8월 월트디즈니 컴퍼니(The Walt Disney Company)와 글로벌 컨텐츠 파트너십을 체결함으로써, 디즈니, 마블, 스타워즈, 20세기 스튜디오 등 디즈니의 대표 IP를 총망라해 약 100여개의 웹툰으로 재탄생 시킬 뿐만 아니라, 신규 오리지널 스토리까지 창작해나갈 예정입니다.

이처럼 네이버웹툰은 국내 및 해외 시장에서 '창작자 확보- 콘텐츠 유통- IP 사업화'로 이어지는 콘텐츠 밸류체인을 성공적으로 구축해나감으로써 글로벌 최고 수준의 엔터테인먼트 기업에 한 발 더 다가서고 있습니다.

[글로벌 도전 : 콘텐츠(스노우)] 

 (1) 산업의 개요 

 (가) 산업의 특성

스노우는 '컴퍼니 빌더'로서 2016년부터 20개 이상의 모바일서비스, 콘텐츠, 커머스 사업을 런칭해오고 있으며, 현재 스노우의 주요 사업포트폴리오에는 스노우(카메라앱 및 AI 서비스), 크림(글로벌 한정판/리셀 C2C커머스), 케이크(글로벌 언어교육), 네이버제트(메타버스)주) 등이 있습니다. 

이러한 사업 중 스노우의 카메라 서비스 등에 해당하는 모바일 어플리케이션 시장은 전통 시장과 달리 재화 생산 과정에서 원가, 물류 비용이 거의 수반되지 않으며 광고, 디지털 콘텐츠 판매 등 생산 과정에서 높은 부가가치를 창출할 수 있는 시장입니다. 그러나 동시에 진입 장벽이 낮고, 이용자들의 손쉬운 서비스 전환이 가능하여, 경쟁이 심화되는 추세입니다.

※ 네이버의 영업 구분 상 크림은 글로벌 도전 - C2C 부문에 귀속됩니다.주) 네이버제트는 2024년 1분기 지분 일부 처분으로 인해 당사의 종속회사에서 관계기업으로 전환되었으나, 공정거래법에 따른 네이버 기업집단 소속회사에 해당합니다.

(나) 산업의 성장성

약 50억 명 이상의 모바일폰 사용자 기반에 힘입어, 2025년 전세계 앱 다운로드는 1,360억 건 이상, 모바일 소비자지출은 1,500억 달러 규모로 추산되며, 모바일 관련 지출은 장기적으로 성장할 것으로 기대됩니다. (출처: SensorTower, GSMA)

(다) 경기변동의 특성 및 계절성

현재 스노우는 출시한 다양한 모바일 어플리케이션 중 주로 카메라 광고, 구독 및 단건 결제 서비스를 통해 수익을 창출하고 있으며 경기변동의 특성 및 계절성은 다음과 같습니다.

광고는 경기와 움직임을 함께 하는 산업으로, 경기가 침체되면 광고주들이 마케팅비용을 축소하거나 집행을 이연하는 모습을 보이기도 하고, 반대로 호황기에는 적극적인 광고 집행을 통해 매출 확대를 모색하는 등 경기 변동에 따른 광고주들의 행태에 따라 실적 변동이 있습니다. 다만, 전통적인 미디어 대비 다양한 광고주 구성을 확보하고 있고 정확도 높은 광고 성과분석의 제공을 통해 광고효율을 제고해 나가고 있는 만큼 온라인 광고산업의 경우 동 산업 내에서 상대적인 경기 민감도가 낮다고 할 수 있습니다.

(2) 경쟁환경 카메라: 글로벌 시장에서 Meitu, BeautyPlus, Facetune, FaceApp, Picsart, Prequel, Remini 등 해외 어플리케이션과 경쟁하고 있습니다. 

(3) 영업의 개황 카메라: 스노우는 2016년 8월 캠프모바일의 카메라 사업부를 분할, 설립되었으며, 2017년 5월 라인플러스의 카메라 사업부를 분할합병 하였습니다. 전세계 1억 여명의 이용자가 스노우의 카메라 서비스를 사용 중으로 대표적인 어플리케이션으로는 스노우, B612, Foodie, Soda, EPIK 등이 있습니다. 카메라 앱을 기반으로 다양한 유형의 광고 서비스와 구독 및 AI 유료 서비스를 제공하며 수익을 창출 중입니다.

 [글로벌 도전 : 엔터프라이즈]

(1) 산업의 개요

 (가) 산업의 특성

클라우드는 서버, 스토리지, 소프트웨어 등 필요한 IT 자원을 시간과 장소의 제약없이 탄력적으로 제공받아 사용하는 서비스입니다. 과거에는 IT 자원을 직접, 소유 관리하였으나, 클라우드에서는 인터넷 네트워크로 연결된 데이터센터에서 필요한 IT 자원을 필요한 만큼 서비스를 제공받는 형태로 변경되어 IT 투자가 CAPEX 개념에서 OPEX 개념으로 전환되었습니다.

초기 클라우드 시장은 컴퓨팅 자원의 효율적 활용을 통한 비용 절감이라는 목적으로 도입되었으나, 점차 4차 산업혁명이 대두되고, AI와 빅데이터의 활용이 중요해짐에 따라 폭증하는 데이터의 효율적 관리 및 활용 측면에서 그 중요성이 부각되고 있습니다.

클라우드 서비스는 그 형태에 따라, IaaS(Infrastructure as a Service), PaaS(Platform as a service), SaaS(Software as a Service)로 분류할 수 있습니다. IaaS는 기업에서 필요한 각종 컴퓨팅 인프라(서버, 스토리지, 네트워크 등)를 제공하며, PaaS는 기본 인프라에 이용자가 원하는 소프트웨어를 개발할 수 있는 플랫폼을 SaaS는 이용자가 원하는 소프트웨어 자체를 서비스 형태로 제공하는 것입니다.

또한, 클라우드 서비스는 구축 유형에 따라서 공용(Public)과 사설(Private) 및 하이브리드(Hybrid) 서비스로 나뉩니다. 공용 클라우드는 Cloud Service Provider가 소유하고 있는 하드웨어 및 소프트웨어 자원을 서비스화하여 제공하는 방식을 뜻하며, 사설 클라우드는 개별 기업이 구축한 자체 IDC 내에 클라우드 컴퓨팅 환경을 구축하는 것을 말합니다. 하이브리드는 공용과 사설의 혼합 형태로, 기업의 일부 시스템은 내부에 사설 클라우드로 구축하고, 일부 시스템은 공용 클라우드 서비스를 이용하는 것을 말합니다.

네이버클라우드는 Cloud Service Provider로서 기본적인 서버, 스토리지 등 IaaS부터 초대규모AI HyperCLOVA X 및 네이버웍스 (일본 라인웍스) 같은 SaaS까지 서비스 영역을 확장하고 있습니다. 또한 공용(Public) 클라우드 뿐만 아니라, Neurocloud와 같은 Hybrid Cloud 구성을 위한 서비스까지 제공하고 있습니다. 

(나) 산업의 성장성

IT 시장조사 전문기업 가트너에 따르면, 전세계 클라우드 시장규모는 2026년 8,500억 달러에서 2029년 1조 4,800억 달러로 향후 3년간 연 평균 20% 성장을 전망하고 있습니다. 또한 2026년 6월 발간된 가트너 전망에 따르면, 2026년 국내 퍼블릭 클라우드 서비스 시장 규모는 약 88억 달러(IaaS 42억 달러, PaaS 19억 달러, SaaS 27억 달러) 수준으로 예상됩니다. 국내 클라우드 시장은 클라우드 산업 경쟁력 강화를 위한 정책 개선, 산업 전반의 디지털 전환(Digital Transformation) 확산과 함께, 생성형 AI 확산에 따른 GPU 기반 AI 컴퓨팅 인프라 수요 급증에 힘입어 빠르게 성장할 것으로 기대되고 있습니다.

(2) 경쟁환경

글로벌 클라우드 시장은 Amazon Web Service, Microsoft Azure, Google Cloud Platform, 중국을 중심으로 한 Ali Cloud의 점유율이 높습니다. 국내 업체중에서는 네이버클라우드의 NAVER Cloud Platform과 KT Cloud의 클라우드 서비스가 대표적입니다. 최근에는 생성형 AI 확산으로 주요 클라우드 사업자들이 GPU 기반 AI 인프라에 대한 대규모 투자를 진행하고 있으며, AI 컴퓨팅 인프라 확보 역량이 클라우드 시장의 새로운 경쟁 요소로 부상하고 있습니다.

국내외 기업용 협업 솔루션 시장은 메일, 메신저, 화상회의 등 다양한 서비스 형태가 존재하고, 비대면업무, 디지털 전환에 따른 수요가 증가함에 따라 많은 수의 서비스 기업들이 경쟁하고 있습니다. 최근에는 생성형 AI 기반 업무 지원 기능이 협업 솔루션의 핵심 경쟁 요소로 부상하며 시장 경쟁이 심화되고 있습니다.

 (3) 영업의 개황

(가) 영업 개요

당사의 종속회사인 네이버클라우드 주식회사는 대한민국을 대표하는 클라우드, IT 서비스 제공 기업입니다. 1999년 네이버가 포털 서비스를 시작한 이후부터 지금까지 20년이 넘는 시간 동안 축적한 기술과 경험을 바탕으로, 2017년 4월 17일부터 네이버 클라우드 플랫폼을 제공하고 있습니다. 네이버 클라우드 플랫폼은 IaaS와 PaaS, SaaS 영역을 모두 아우르는 퍼블릭 클라우드로, 2025년 말 기준 22개의 상품 카테고리에 225개 이상의 클라우드 서비스를 제공하며 대한민국 대표 클라우드 서비스로 성장하였습니다. 2023년에는 비즈니스용 클라우드 서비스를 제공하는 네이버클라우드, 클로바, 웍스모바일과 통합하여 더욱 다양한 니즈를 충족하는 기술을 시장에 선보이고 있습니다. 또한 초거대 AI 'HyperCLOVA X'를 중심으로 기업의 고유 데이터를 결합한 맞춤형 생성형 AI를 제공하며, 새로운 비즈니스 기회를 창출하고 있습니다. 

특히 고객의 데이터센터 내에 클라우드 인프라를 직접 설치해 폐쇄된 네트워크 안에서 생성형 AI를 학습시켜 데이터 외부 유출을 원천 차단할 수 있는 'Neurocloud for HyperCLOVA X'를 출시했으며, 보안을 위해 사내망 환경에서의 생성형 AI 도입을 고려하는 고객들을 대상으로 선보이고 있습니다. 2024년 한국수력원자력에 이어 2025년 한국은행 등 국내 주요 기관에 해당 솔루션을 공급하며, 사내의 업무 생산성 향상은 물론, 각 사에 특화된 언어모델을 기반으로 한 맞춤형 AI 서비스를 만드는 등 정부·금융권의 디지털 전환을 선도하고 있습니다. 2026년에는 국방, 교육, 금융 등 데이터 보안 요구가 높은 산업을 중심으로 도입 논의를 확대해 나가고 있습니다.

이와 함께 네이버클라우드는 기업용 협업 솔루션 '네이버웍스(NAVER WORKS)'를 통해 모바일 환경 중심의 메신저, 메일, 캘린더, 드라이브, 음성·화상회의 등 통합 기능을 제공하고 있습니다. 글로벌 누적 도입 기업과 사용자 기반을 지속적으로 확대하고 있으며, 의료·교육·유통 등 다양한 업종에서 업무 생산성과 협업 효율을 높이는 데 활용되고 있습니다. 일본 시장에서는 금융·보험·증권 분야에서의 강력한 점유율을 기반으로, 건설·간호·제조·지자체 등으로 확장을 이어가고 있으며, 지역 거점 파트너사와 협력을 통해 전국 단위로 디지털 전환 가치를 실현하고 있습니다. 2026년에는 범정부 지능형 업무관리 플랫폼 시범사업을 통해 행정안전부·과학기술정보통신부·식품의약품안전처 등 주요 중앙부처의 공식 협업 플랫폼으로 선정되었으며, 일본에서는 AI 회의록 서비스 'LINE WORKS AiNote' 등 AI 기반 신규 서비스를 확대하고 있습니다. 또한 2025년 하반기에는 일본에 이은 두 번째 글로벌 시장으로 대만에 정식 진출하여 고객 기반을 확대해 나가고 있습니다. 

나아가 2022년부터 중동 및 아시아 지역에서의 사업 기회 창출을 위해 다양한 노력을 기울여 왔으며, 그 결과 Digital Twin, 아랍어 기반 LLM, 지능형 로봇 등 여러 분야에서 사우디아라비아와의 협업을 이끌어낼 수 있었습니다. 특히, 2024년에는 사우디아라비아 주택부를 대상으로 한 Digital Twin 플랫폼 사업에 본격 착수하였고, 사우디아라비아 데이터인공지능청(SDAIA)과 데이터센터 및 소버린AI 협력 MOU를 체결하는 등 가시적인 성과를 거두었습니다. 2025년에는 중동 지역 총괄 법인인 'NAVER Arabia'를 설립하고, 사우디 정부의 RHQ(지역 본부) 프로그램에 참여하고 있습니다. 이를 통해 첨단 기술 분야의 대규모 국책 과제들에 협력하는 한편, 다양한 비즈니스 기회를 발굴하고 지속 가능한 생태계를 구축해 나가고 있습니다.

또한 사우디아라비아 국립주택공사(NHC)의 디지털 자회사, NHC 이노베이션과 함께 합작법인(JV) 'NAVER Innovation'을 설립하여, 지도 기반 슈퍼앱 및 AI 디지털 트윈 플랫폼을 공동 개발·운영 중입니다. 2025년 말 기준 메카(Makkah), 메디나(Medina), 제다(Jeddah) 등 3개 도시에 대한 디지털 트윈 플랫폼 구축을 완료하였으며, 서울 면적 11배 이상인 약 6,800㎢에 걸쳐 92만 개 이상의 건물을 정밀 매핑하였습니다. 이를 통해 네이버클라우드는 글로벌 소버린 AI 시장 내 리더십을 공고히 해 나가고 있습니다. 2026년에는 디지털 트윈 플랫폼 고도화 및 사우디아라비아 내 적용 확대를 지속 추진하는 등 사업 기반을 넓혀가고 있습니다.

한편, 네이버클라우드는 AI 기술 경쟁력 강화를 위한 글로벌 협력을 확대하고 있습니다. 2026년 6월 국내 기업 최초로 엔비디아(NVIDIA)가 주도하는 오픈 모델 협력체 '네모트론 연합(Nemotron Coalition)'에 합류하여 HyperCLOVA X 모델 고도화를 위한 기술 협력을 진행하고 있습니다.

아울러 AI 컴퓨팅 인프라 영역에서도 사업 기반을 확대하고 있습니다. 2026년 과학기술정보통신부의 첨단 GPU 확보·구축·운용 지원 사업 수행 기업으로 선정되어 최신 GPU 약 4,000장 규모의 구축·운영을 담당하고 있으며, 국가 AI 컴퓨팅센터 구축 사업과 관련하여서는 2026년 6월 설립된 특수목적법인 '한국AI컴퓨팅센터(KOACC)'에 참여하고 있습니다.

(나) 회사의 강점

네이버클라우드는 수백 여개에 달하는 네이버의 다양한 서비스를 안정적으로 운영하기 위해 대규모 컴퓨팅 자원을 유연하게 관리하고, 내부적으로 필요한 서비스 플랫폼 또는 기술을 직접 구축해 사용하면서 이전부터 클라우드에 대한 기본 속성을 이해하며 대외적으로도 클라우드 사업을 제공할 수 있는 역량을 키워왔습니다.

오랜 경험으로 쌓아온 온라인 비즈니스에 대한 이해와 이를 실현하는 IT 기술력을 바탕으로 네이버클라우드는 일반 기업뿐 아니라 공공, 금융, 의료, 교육 등 민감한 데이터를 다루는 산업 분야에서도 클라우드를 빠르게 도입할 수 있도록 최적화된 클라우드 서비스를 제공하며, 고객들의 서비스 운영 가시성을 높이는 데 도움을 주고 있습니다.

이를 위해 금융, 공공, 의료 전용 클라우드 서비스를 제공하고, 국내 클라우드 사업자 중 가장 많은 클라우드 상품을 배포해온 네이버클라우드는 보안 부문에도 대규모 투자를 이어가며 CSA Star Gold 등급을 획득하는 등 세계 최고 수준의 보안 기술력을 보유하고 있습니다.

또한 2023년부터는 네이버의 AI 기술력과 그간 쌓아온 기술 플랫폼 역량을 모두 결집하여 클라우드 서비스의 경쟁력을 강화할 뿐만 아니라 세계 최고 수준의 AI 기술 역량과 결합 시너지를 기반으로 글로벌 하이퍼스케일 기술 플랫폼으로 거듭나고자 합니다. 자체 출시한 초대규모 AI인 HyperCLOVA X를 기반으로 AI 개발 도구인 CLOVA Studio 및 보안이 강한 하이브리드 클라우드 형태인 Neurocloud for HyperCLOVA X 등의 차별화된 서비스로 국내외 AI 경쟁력을 입증하며 비즈니스 맞춤형 AI 시대를 주도하고 있습니다.

III. 재무에 관한 사항

1. 요약재무정보

가. 요약연결재무정보 

(단위 : 백만원)

구 분 | 제28기 반기 | 제27기 | 제26기
(2026년 6월말) | (2025년 12월말) | (2024년 12월말)
[유동자산] | 11,320,878 | 10,928,463 | 9,374,912
ㆍ현금및현금성자산 | 6,384,370 | 5,984,019 | 4,195,525
ㆍ단기금융상품 | 2,017,073 | 2,336,928 | 2,859,768
ㆍ매출채권및기타채권 | 2,026,569 | 1,689,717 | 1,655,221
ㆍ기타 | 892,866 | 917,799 | 664,398
[비유동자산] | 33,335,806 | 30,156,033 | 28,792,964
ㆍ투자자산 | 22,848,735 | 21,375,533 | 20,917,929
ㆍ유형자산 | 4,122,715 | 3,607,614 | 2,909,592
ㆍ무형자산 | 4,661,653 | 3,421,017 | 3,657,186
ㆍ기타비유동자산 | 1,702,703 | 1,751,869 | 1,308,257
자산총계 | 44,656,684 | 41,084,496 | 38,167,876
[유동부채] | 7,614,542 | 8,018,877 | 6,092,161
[비유동부채] | 6,012,347 | 4,112,606 | 5,074,803
부채총계 | 13,626,889 | 12,131,483 | 11,166,964
[지배기업 소유주지분] | 29,539,564 | 27,581,957 | 25,459,904
ㆍ자본금 | 16,490 | 16,481 | 16,481
ㆍ자본잉여금 | 1,608,939 | 1,586,330 | 1,422,685
ㆍ기타자본구성요소 | (340,975) | (1,646,529) | (1,944,224)
ㆍ이익잉여금 | 28,255,110 | 27,625,675 | 25,964,962
[비지배지분] | 1,490,231 | 1,371,056 | 1,541,008
자본총계 | 31,029,795 | 28,953,013 | 27,000,912
 | (2026년 1월~6월) | (2025년 1월~12월) | (2024년 1월~12월)
영업수익 | 6,629,816 | 12,035,007 | 10,737,719
영업이익 | 1,062,067 | 2,208,138 | 1,979,263
계속영업순이익 | 995,294 | 1,818,746 | 1,931,976
당기순이익 | 995,294 | 1,818,746 | 1,931,976
지배회사지분순이익 | 983,946 | 1,953,215 | 1,923,237
비지배지분순이익 | 11,348 | (134,469) | 8,739
기본주당순이익(단위: 원) | 6,573 | 13,009 | 12,702
희석주당순이익(단위: 원) | 6,512 | 12,907 | 12,553
연결에 포함된 종속 회사수 | 95 | 95 | 82

나. 요약별도재무정보 

(단위 : 백만원)

구 분 | 제28기 반기 | 제27기 | 제26기
(2026년 6월말) | (2025년 12월말) | (2024년 12월말)
[유동자산] | 3,688,401 | 4,136,396 | 3,777,663
ㆍ현금및현금성자산 | 1,613,336 | 1,293,425 | 886,722
ㆍ단기금융상품 | 1,285,616 | 1,993,856 | 1,929,169
ㆍ매출채권및기타채권 | 547,559 | 610,473 | 929,246
ㆍ기타 | 241,890 | 238,642 | 32,526
[비유동자산] | 18,601,489 | 16,204,803 | 13,819,448
ㆍ투자자산 | 14,527,555 | 12,492,017 | 11,419,861
ㆍ유형자산 | 3,407,323 | 2,989,527 | 1,676,426
ㆍ무형자산 | 239,479 | 271,113 | 89,486
ㆍ기타비유동자산 | 427,132 | 452,146 | 633,675
자산총계 | 22,289,890 | 20,341,199 | 17,597,111
[유동부채] | 2,474,923 | 3,267,333 | 1,652,795
[비유동부채] | 3,085,444 | 1,344,083 | 2,697,660
부채총계 | 5,560,367 | 4,611,416 | 4,350,455
[자본금] | 16,490 | 16,481 | 16,481
[자본잉여금] | 1,329,604 | 1,304,770 | 1,249,692
[기타자본구성요소] | 434,438 | (21,386) | (884,637)
[이익잉여금] | 14,948,991 | 14,429,918 | 12,865,120
자본총계 | 16,729,523 | 15,729,783 | 13,246,656
종속ㆍ관계ㆍ공동기업 투자주식의 평가방법 | 원가법 | 원가법 | 원가법
 | (2026년 1월~6월) | (2025년 1월~12월) | (2024년 1월~12월)
영업수익 | 3,796,786 | 7,019,330 | 6,180,892
영업이익 | 878,071 | 1,945,532 | 1,905,258
계속영업순이익 | 887,429 | 1,882,969 | 1,968,704
당기순이익 | 887,429 | 1,882,969 | 1,968,704
기본주당순이익(단위: 원) | 5,928 | 12,608 | 13,073
희석주당순이익(단위: 원) | 5,898 | 12,542 | 13,038

2. 연결재무제표

2-1. 연결 재무상태표

연결 재무상태표
제 28 기 반기말 2026.06.30 현재
제 27 기말 2025.12.31 현재
(단위 : 원)

 | 제 28 기 반기말 | 제 27 기말
자산 | | 
유동자산 | 11,320,878,049,411 | 10,928,462,735,839
현금및현금성자산 | 6,384,369,789,988 | 5,984,018,799,741
단기금융상품 | 2,017,072,977,324 | 2,336,927,834,770
당기손익-공정가치 측정 금융자산 (주4) | 590,192,382,301 | 625,230,968,353
매출채권및기타채권 | 2,026,568,896,495 | 1,689,716,780,835
재고자산 | 35,560,688,806 | 20,235,420,058
기타유동자산 | 249,462,765,954 | 243,585,172,581
당기법인세자산 | 17,650,548,543 | 28,747,759,501
비유동자산 | 33,335,805,573,057 | 30,156,033,591,479
유형자산 (주6) | 4,122,714,609,593 | 3,607,613,771,641
사용권자산 (주7) | 1,031,824,887,579 | 922,341,292,305
무형자산 (주8) | 4,661,652,831,119 | 3,421,016,567,851
투자부동산 (주9) | 108,334,319,684 | 108,328,402,678
장기금융상품 | 107,244,580,625 | 102,396,914,822
당기손익-공정가치 측정 금융자산 (주4) | 2,299,721,576,663 | 2,273,153,952,087
기타포괄손익-공정가치 측정 금융자산 (주4) | 2,957,964,362,699 | 2,242,763,974,261
관계기업 및 공동기업 투자 (주10) | 17,375,469,887,643 | 16,648,890,154,568
이연법인세자산 | 166,317,407,245 | 309,675,904,713
매출채권및기타채권 | 427,939,633,850 | 445,669,844,589
기타비유동자산 | 76,621,476,357 | 74,182,811,964
자산총계 | 44,656,683,622,468 | 41,084,496,327,318
부채 | | 
유동부채 | 7,614,541,505,993 | 8,018,876,510,291
매입채무및기타채무 | 1,626,409,023,919 | 1,540,312,003,221
당기손익-공정가치 측정 금융부채 (주4,11) | 435,073,630,683 | 435,073,630,683
단기차입금 (주11) | 764,397,778,173 | 132,159,574,017
유동성장기차입금 (주11) | 2,221,350,132 | 0
유동성사채 (주11) | 302,811,710,380 | 1,597,174,210,005
당기법인세부채 | 268,708,567,810 | 419,146,787,042
충당부채 (주13) | 8,453,637,586 | 7,487,459,455
리스부채 (주7) | 288,771,378,622 | 233,036,237,572
기타유동부채 | 3,917,694,428,688 | 3,654,486,608,296
비유동부채 | 6,012,346,860,647 | 4,112,606,451,432
매입채무및기타채무 | 265,437,594,752 | 203,259,040,280
장기차입금 (주11) | 1,107,136,176,362 | 874,112,668,001
사채 (주11) | 1,718,026,480,359 | 382,248,922,805
순확정급여부채 (주12) | 823,930,646,139 | 823,311,693,402
충당부채 (주13) | 20,172,589,480 | 20,277,334,458
리스부채 (주7) | 1,016,373,744,454 | 954,765,033,419
이연법인세부채 | 1,061,204,629,101 | 854,473,540,808
기타비유동부채 | 65,000,000 | 158,218,259
부채총계 | 13,626,888,366,640 | 12,131,482,961,723
자본 | | 
지배기업 소유주지분 | 29,539,564,060,069 | 27,581,956,984,245
자본금 (주14) | 16,490,499,900 | 16,481,339,500
자본잉여금 (주14) | 1,608,938,639,590 | 1,586,330,390,297
기타자본구성요소 | (340,975,141,480) | (1,646,530,116,626)
이익잉여금 | 28,255,110,062,059 | 27,625,675,371,074
비지배지분 | 1,490,231,195,759 | 1,371,056,381,350
자본총계 | 31,029,795,255,828 | 28,953,013,365,595
자본및부채총계 | 44,656,683,622,468 | 41,084,496,327,318

2-2. 연결 포괄손익계산서

연결 포괄손익계산서
제 28 기 반기 2026.01.01 부터 2026.06.30 까지
제 27 기 반기 2025.01.01 부터 2025.06.30 까지
(단위 : 원)

 | 제 28 기 반기 | 제 27 기 반기
3개월 | 누적 | 3개월 | 누적
영업수익 (주5) | 3,388,755,080,295 | 6,629,816,183,195 | 2,915,085,056,213 | 5,701,868,408,120
영업비용 | (2,868,445,869,394) | (5,567,749,630,603) | (2,393,531,309,139) | (4,675,013,327,109)
영업이익 | 520,309,210,901 | 1,062,066,552,592 | 521,553,747,074 | 1,026,855,081,011
기타수익 | 91,451,629,335 | 119,586,794,636 | 109,470,198,821 | 130,039,722,435
기타비용 | (101,974,162,384) | (257,207,102,978) | (40,740,823,232) | (70,256,702,447)
이자수익 | 57,169,042,965 | 114,918,091,592 | 55,991,769,710 | 112,713,969,353
금융수익 | 244,323,379,399 | 394,537,324,284 | 116,119,587,831 | 192,856,338,207
금융비용 | (147,894,409,805) | (245,481,072,299) | (239,969,166,433) | (287,011,454,199)
지분법손익 (주10) | 238,652,446,262 | 107,114,218,710 | 161,192,075,164 | 158,528,956,559
법인세비용차감전순이익 | 902,037,136,673 | 1,295,534,806,537 | 683,617,388,935 | 1,263,725,910,919
법인세비용 (주15) | (197,764,602,378) | (300,240,623,451) | (186,259,085,175) | (342,706,277,369)
반기순이익 | 704,272,534,295 | 995,294,183,086 | 497,358,303,760 | 921,019,633,550
반기순이익의 귀속 | | | | 
지배기업 소유주지분 | 698,619,542,967 | 983,946,430,695 | 488,780,973,225 | 913,622,969,800
비지배지분 | 5,652,991,328 | 11,347,752,391 | 8,577,330,535 | 7,396,663,750
기타포괄손익 | (624,370,540,931) | 1,420,338,016,893 | (603,136,988,718) | 114,329,228,985
후속기간에 당기손익으로 재분류되는 항목 | 127,062,446,935 | 913,334,442,398 | (1,077,470,400,190) | (468,135,540,341)
해외사업환산손익 | 32,878,781,101 | 252,523,027,214 | (256,630,548,519) | (255,568,370,628)
지분법자본변동 (주10) | 93,760,132,601 | 657,913,461,155 | (820,839,851,671) | (212,567,169,713)
현금흐름위험회피 파생상품평가손익 | 423,533,233 | 2,897,954,029 | 0 | 0
후속기간에 당기손익으로 재분류되지 않는 항목 | (751,432,987,866) | 507,003,574,495 | 474,333,411,472 | 582,464,769,326
기타포괄손익-공정가치 측정 지분상품 평가손익 | (799,326,182,901) | 481,015,220,407 | 542,207,624,442 | 646,225,529,138
기타포괄손익-공정가치 측정 지분상품 처분손익 | (577,859,880) | (577,859,880) | 2,746,707,541 | (11,349,374,591)
지분법자본변동 (주10) | 2,346,702,319 | (19,473,289,808) | (3,414,732,405) | 14,794,802,885
재평가손익 | 4,599,558,097 | 4,599,558,097 | (25,971,689) | (25,971,689)
순확정급여부채 재측정요소 | 41,524,794,499 | 41,439,945,679 | (67,180,216,417) | (67,180,216,417)
총포괄손익 | 79,901,993,364 | 2,415,632,199,979 | (105,778,684,958) | 1,035,348,862,535
포괄손익의 귀속 | | | | 
지배기업 소유주지분 | 65,187,890,984 | 2,366,085,368,392 | (59,261,505,906) | 1,072,002,259,110
비지배지분 | 14,714,102,380 | 49,546,831,587 | (46,517,179,052) | (36,653,396,575)
지배기업 지분에 대한 주당이익 | | | | 
기본주당순이익 (단위 : 원) | 4,665 | 6,573 | 3,256 | 6,089
