# Jusung Engineering — 2026 Q2 — 반기보고서 (2026.06)
# source label: Jusung Engineering Q2 FY2026 (08-14-2026)
# DART rcept_no: 20260814002613   filed: 20260814   url: https://dart.fss.or.kr/dsaf001/main.do?rcptNo=20260814002613
# financials: 연결 (consolidated), KRW

## FINANCIAL STATEMENTS (fnlttSinglAcntAll)


### 재무상태표
account | 제 32 기 반기말 | YTD | 제 31 기말 | 전전기
특허권 | 2026/06/15 | 태양 전지 및 그 제조 방법 | 특허법 | 6명/3년 | 상용화 | 페로브스카이트와 헤테로 접합(HJT) 텐덤 솔라셀의 신뢰성 강화를 위한 알루미늄(Al)을 포함하는 봉지막 및 봉지막의 형성 기술
디스플레이제조장비 | 특허권 | 2025/07/07 | 유기발광 표시장치 및 이의 제조 방법 | 특허법 | 5명/3년 | 상용화 | 유기발광소자의 트랜지스터의 봉지막을 형성할 때 산화 특성이 적은 저수소 실리콘 산화질화박막으로 형성하는 기술
특허권 | 2026/03/11 | 박막 증착 방법 | 특허법 | 3명/4년 | 상용화 | 기판 상에 게이트 절연층인 High-k 복합막을 ALD로 형성하고 박막트렌지터의 신뢰성을 향상시키는 기술
특허권 | 2026/03/24 | 기판처리장치 | 특허법 | 2명/5년 | 상용화 | 가스분사장치 분사면의 데드스페이스(Dead Space)를 최소화하는 구조로 고품질의 균일한박막을 증착하는 기술

나. 법령/규제 등에 의한 규제사항
회사에 영향을 미치는 주요 법률 또는 제규정은 다음과 같습니다.

(1) 폐기물관리법폐기물을 적정하게 처리하여 자연환경 및 생활환경을 청결히 함을 목적으로 제정된 법률로 당사의 생산시설 운영과 관련하여 영향을 받습니다.(2) 대기환경보전법대기환경을 적정하게 보전하여 국민이 건강한 생활을 할 수 있도록 하기 위해 제정한법률로 당사의 생산시설 운영에 영향을 받습니다.(3) 물환경보전법수질오염으로 인한 국민건강 및 환경상의 위해를 예방하고 하천, 호수 등 공공수역의수질 및 수생태계를 적정하게 관리, 보전함으로써 국민으로 하여금 그 혜택을 널리 향유할 수 있도록 하며, 폐수 배출과 관련된 기준 관리 등을 수행하고 있습니다.(4) 화학물질관리법(화관법)화학물질로 인한 국민건강 및 환경상의 위해를 예방하고 유해화학물질을 적절하게 관리함으로써 모든 국민이 건강하고 쾌적한 환경에서 생활을 목적으로 하며, 유해화학물질 취급시설의 매년 정기검사 등을 수행해야 합니다.(5) 연구실 안전환경 조성에 관한 법률(연구실안전법)연구기관 등에 설치된 과학기술분야 연구실의 안전을 목적으로 제정된 법률로 당사의 기업부설연구소의 안전한 연구환경 조성, 연구활동종사자의 건강을 보호하며, 매년 연구실 정기점검을 실시하여, 연구시설 운영에 관련하여 영향을 받습니다.(6) 산업안전보건법산업재해를 예방하고 작업환경을 조성함으로써 근로자의 안전과 보건을 유지 증진함을 목적으로 하며, 근로자 안전보건교육 실시, 정기적 안전보건진단 등을 실시하고 있습니다.(7) 독점규제 및 공정거래에 관한 법률사업자의 시장지배적지위의 남용과 과도한 경제력의 집중을 방지하고 부당한 공동행위, 불공정거래행위 규제하여 국민경제의 균형있는 발전을 도모하기 위해 제정한 법으로 연 1회 관련 기관의 준수여부 관련 요청사항에 성실히 응하고 있습니다.(8) 하도급거래 공정화에 관한 법률하도급(하청)의 거래질서를 공정하게 확립하여 원사업자와 수급사업자가 대등한 지위에서 상호보완적으로 균형있게 발전할 수 있도록 하기 위해 제정한 법으로 당사가 부품을 하도급하는 경우 영향을 받습니다.
다. 환경에 관한 사항2010년 4월부터 발효된 저탄소 녹색성장 기본법 제42조에 의거하여 회사는 온실가스 및 에너지 관리업체로 지정되어 관련 배출량 보고, 배출목표 관리, 이행 계획서 제출 등에 관한 의무를 가지고 있습니다.또한, 당사는 환경, 안전보건을 경영의 근간으로 법적 규제보다 엄정한 관리기준 마련 및 실행, 개선과 지속적인 발전을 위해 국제표준인 ISO14001(환경), OHSAS18001(안전보건) 경영시스템 인증을 취득하여 운영하고 있습니다.(에너지 사용실적 및 온실가스 배출량)

구분 | 당반기말 | 전기말
에너지사용량(TJ) | 32.0 | 67.8
온실가스 배출량(tCO2 eq) | 1,390.4 | 3,252.2

- 당반기말까지 누적 온실가스/에너지 사용량은 저탄소녹색성장기본법 제44조 제1항 및 같은 법 시행령 제34조에 따라 집계된 당사 사업장(광주 본사)의 배출량 및 사용량이며, 용인R&D센터는 '온실가스 에너지 목표관리 운영등에 관한 지침'에 근거하여 온실가스명세서 작성대상에 해당되지 않아 제외하였습니다.- 에너지 사용량 및 온실가스 배출량은 산출 방식 등에 따라 수치가 일부 변동될 수 있습니다.

라. 업계의 현황

(1) 산업의 특성(가) 반도체 산업반도체 산업은 전자, 정보통신, 기계, 자동차 등 국가 기간산업에 대한 경제적 파급효과가 큰 고부가가치 산업으로 라이프 사이클이 짧은 기술 집약적 산업입니다. 특히, 반도체는 피지컬 인공지능(AI), 양자컴퓨팅, 자율주행차, 휴머노이드 로봇 등 모든 최첨단 기술산업에 핵심 기반이 되는 필수 품목으로 경제 성장과 밀접한 관련을 갖고 있어 국가 간 기술 경쟁이 심화되고 있습니다. 

반도체 산업은 크게 소자산업, 장비산업, 원재료산업으로 구분할 수 있으며, 이중 반도체 장비산업은 크게 전공정 장비, 후공정 장비 및 검사 장비로 분류할 수 있습니다.최근 반도체 장비는 미· 중 간 기술 패권 경쟁이 심화됨에 따라 첨단 반도체 생산에 핵심 기술로 인식되며 글로벌 반도체 기업들은 기술 경쟁력 확보를 위해 설비투자와 연구개발 투자를 진행하고 있습니다.

반도체 전공정 장비산업은 고부가가치를 기대할 수 있음에도 불구하고 핵심 공정 기술력의 한계와 부품 및 소프트웨어 기반 기술의 부족으로 인하여, 미국, 일본, 네덜란드 등 선진국 기업에 반도체 장비 상당수를 수입에 의존해 왔습니다. 특히, 메모리 반도체의 경우 대규모 투자를 요구하여 한국에서는 해외 반도체 장비에대한 의존도가 높을 수밖에 없었으며, 공급자 주도의 시장이 형성되었습니다. 당사가 영위하는 반도체 전공정 장비산업은 첨단 반도체 장비와 밀접한 관련이 있어 기술장벽이 높고 기술개발 비용에 대한 부담이 커 국산화에 어려움이 있으나 국내 선두기업 등을 중심으로전공정 장비의 저변확대 및 기술력 확보 등에 속도를 더하고 있습니다.

(나) 태양광 산업

최근 국제 사회는 미· 중 갈등, 전쟁과 같은 정치적, 지정학적 위기 등을 겪으며 에너지 안보와 기후 정책의 중요성에 대한 인식이 높아지고 있습니다. 2022년 이후 심화된 글로벌 에너지 위기에 각국은 에너지 자립도를 높이기 위해 정부적 차원에서 태양전지와 관련된 정책을 지원하고 있습니다. 독일, 중국, 미국, 일본 등은 정부 주도하에 매년 수천만 달러를 투자하여 차세대 태양광 분야의 기술개발을 선도하고 있지만 선진국에서도 아직 연구개발 단계에 있기 때문에 상대적으로 국가 간 기술격차가 그리 크지 않습니다. 

특히, 태양전지 제조기술은 전세계적으로 그 기술을 인정받고 있는 반도체 및 디스플레이 기술과 유사하여 이미 기술 개발 및 산업화에 필요한 인프라를 충분히 갖추고 있기 때문에, 이를 충분히 활용한다면 매우 유리한 산업으로 성장할 수 있다고 판단됩니다. 

또한, 국내에서도 요소 기술 개발을 통해 핵심 기술에 대한 기반을 갖추고 있기 때문에 집중개발이 이루어지는 경우 선진국과 경쟁할 수 있는 기술력을 충분히 발휘할 수있을 것으로 예상하고 있습니다. 향후 궁극적으로 추구하고 있는 태양광 모듈의 건축자재화, 자율주행차 차체가 발전 설비가 되는 시대가 올 것으로 전망되며, 피지컬 인공지능(AI) 시대에는 새로운 태양광 기술이 필요할 것으로 예상하고 있습니다.

(다) 디스플레이 산업디스플레이 산업은 자본집약형, 기술집약형 산업으로 다음과 같은 특성을 갖고 있습니다.

첫째, 생산라인의 구축, Capa의 증가, 단가의 하락이 상대적으로 빠른 시간 내에 이루어 질 수 있어 경쟁이 치열합니다.둘째, 산업 진입장벽이 높을 뿐만 아니라 퇴출의 대가 또한 적지 않습니다.셋째, 전방 응용범위가 넓어 새로운 수요가 지속적으로 늘어나고 있습니다.이러한 산업적 특성으로 인하여 디스플레이 패널 생산 산업은 수급상황에 따른 주기적 변동을 겪어 왔습니다. '신제품 개발 → 양산 투자 및 출시 → 지속적인 투자 및 설비 증설을 통한 대량 생산 → 원가 절감 및 기술개발 → 가격하락 → 수요 증가 → 생산량 확대 → 보급률 확대 → 신제품 매력 감소'의 형태로 사이클을 형성하며 성장하고있습니다. 디스플레이 산업의 변화를 살펴보면 과거 CRT에서 평면 브라운관, PDP, LCD, LED, 최근의 OLED까지 주력 상품 및 기술의 변화가 활발하게 이루어지며,관련 업체들도 성장하고 있습니다.디스플레이 산업은 효율성, 수익성 경쟁(기판크기, 수율), 공정기술 개발 등이 치열한시장으로 디스플레이 패널 주요 생산국이 대부분 아시아 지역에 위치하고 있습니다. 특히, 최근 몇 년동안 BOE, CSOT, HKC 등 중국 패널 업체들은 중국 정부의 지원에힘입어 LCD 및 중소형·대형 OLED에 공격적으로 나서는 등 디스플레이 산업에서경쟁이 더욱 심화되고 있습니다. 현재 후발주자인 중국 패널 업체들의 공격적인 LCD 투자에 따라 LCD 패널 수익성 악화되었으며, 이는 국내 디스플레이 산업의 LCD 라인 중단 일정을 앞당겼습니다.

이에 국내 패널 업체들은 차세대 디바이스 폼팩터(Flexible, Foldable, Rollable 등) 제품 개발 등에 더욱 집중하고 있으며 기존 LCD의 기술적 한계를 뛰어넘는 OLED로의전환을 꾸준히 진행하고 있습니다. 이에 따라 중소형 OLED의 경우 OLED 스마트폰 침투율 증대 및 적용 애플리케이션(프리미엄급 노트북 및 태블릿 PC) 확대에 따라 수요가 지속적으로 증가하고 있습니다. 대형 OLED의 경우 기존 LCD 라인의 OLED 전환 및 대형 OLED 패널 라인 증설이 지속되고 있습니다.후방산업의 경우, 초기에는 대부분의 장비, 부품 및 소재의 국산화가 취약하였고, 수입에 의존하던 상황이었으나 최근 국내업체들의 기술력 향상 및 원가 경쟁력 강화와 세계 최대인 국내 패널 업체들과의 협력 관계 증대로 주요 장비 및 부품에 대한 국산화율이 증대되고 있습니다. 또한 디스플레이산업협회를 설립하여 패널업체, 설비 업체 및 기타 부품, 재료 업체들을 총 망라한 협의체를 구성하여 협력과 상생의 방향을 모색함으로써 국내 디스플레이 산업의 역량을 한층 강화하고 있습니다.

(2) 산업의 성장성

(가) 반도체 산업

2018년 하반기부터 시작된 미·중 무역분쟁으로 거시경제의 불확실성이 확산되며 모바일 서버용 수요가 둔화되었고, 이로 인해 글로벌 IT 기업의 데이터센터 투자가 연기되었으나 2020년 COVID-19 사태에 따른 언택트 문화 확산으로 온라인 활동이 폭발적으로 증가하며 데이터센터 설립이 확대되었습니다. 또한 비대면 확산에 따른 IT 기기 판매 증가, 가전제품, 자동차 및 산업용, IoT 등 전 영역에서 반도체 수요가 지속적으로 증가하였습니다.

2022년 COVID-19 지속으로 인한 중국의 대규모 경제 봉쇄 및 미·중 무역전쟁의 심화 그리고 러-우 전쟁으로 발발된 글로벌 경제 침체의 영향으로 전반적인 반도체 수요가 급감하였습니다. 2023년에도 글로벌 공급망 불안과 경제 성장 둔화 등 대내외 불확실성이 지속되며 반도체 수출은 유례없는 불황을 겪었습니다. (출처 : 한국반도체산업협회, Gartner)

2024년은 AI 기반 애플리케이션 수요 증가에 따른 첨단 및 성숙 공정 로직, 고대역폭메모리(HBM), 첨단 패키징 투자 확대, 중국 대규모 투자 증가 등에 따라 글로벌 반도체 장비 시장은 전년 대비 10% 증가한 1,171억 달러를 기록하며 역대 최고치를 경신하였습니다. 2025년 글로벌 전공정 반도체 장비 시장은 2% 증가한 1,100억 달러에 이를 것으로 전망하고 있습니다. 

2025년 글로벌 반도체 장비 시장 규모는 인공지능(AI) 투자 확대에 힘입어 전년 대비13.7% 증가한 1,330억 달러를 기록할 것으로 전망됩니다. 이후에도 중국, 대만, 한국 등을 중심으로 투자가 가속화되어 2026년 전년 대비 23.2% 증가한 1,659억 달러,2028년에는 5년 연속 성장세를 기록하며 2,295억 달러 규모에 이를 것으로 전망됩니다. 국가별로는 중국은 성장세가 다소 둔화되지만, 성숙노드 및 일부 첨단 공정에 대한 투자가 지속될 것으로 예상되며, 대만은 AI 및 고성능컴퓨팅용 첨단 공정 증설, 한국은 HBM을 포함한 첨단 메모리 투자 확대가 반도체 장비 수요를 견인할 것으로 예상됩니다.(출처 : 국제반도체장비재료협회, 한국반도체산업협회, Gartner)

(나) 태양광 산업COVID-19, 미
·
중 무역전쟁, 러
·
우 전쟁 등 여러 차례 에너지 위기를 겪은 국제 사회는 에너지 자립화를 위해 재생에너지, 그 중에서도 태양광에너지에 대한 투자를 확대하고 있습니다. 태양광은 1) 설치의 용이성 2) 화석연료 수준의 LCOE(Levelized Cost of Electricity, 균등화발전원가) 도달로 인해 글로벌 시장에서가장 선호되는 에너지원으로 부각되고 있으며, 고효율 태양전지 개발 및 에너지 저장장치와의 결합을 통해서 태양광 이용률을 높일 수 있을 것으로 기대하고 있습니다.2022년 이후 글로벌 태양광 설치량의 50% 이상을 차지하는 중국 및 미국의 수요가 견조한 가운데 러
·
우 전쟁 이후 글로벌 에너지 가격이 상승하면서 유럽지역 가스 공급에 대한 불안감이 커졌습니다. 2023년부터 태양광 설치 비용의 하락으로 최대 수요지인 중국과 미국 시장의 수요가 급증하며 2024년 설치량은 전년 대비 34.9% 증가한 599GW를 기록하였습니다.태양광 설치 단가의 하락으로 가정용 태양광 발전의 경제성이 향상됨에 따라 전력망을 통한 전기 공급이 어려운 파키스탄, 우즈베키스탄 등 국가를 중심으로 소규모 태양광 수요가 빠르게 증가하고 있습니다. 또한, 독일을 중심으로 한 유럽지역도 러
·
우 전쟁 이후 태양광 발전에 대한 수요가 증가하며 2025년 글로벌 태양광 설치량은 698GW, 글로벌 누적 태양광 설치량은 3TW에 근접한 것으로 추정됩니다.앞으로도 인공지능 및 전기자동차 산업 부상으로 글로벌 전기 수요의 급증은 태양광 수요 증가에 긍정적인 요인으로 작용할 것으로 보입니다. 친환경, 저렴한 발전 단가, 석탄 및 가스 발전소 대비 짧은 건설 시간 등 태양광 발전의 장점도 태양광 설치량 확대를 견인할 것으로 전망됩니다. 2026년 글로벌 태양광 설치량은 752GW까지 확대될 것으로 전망되며, 2035년까지 지속적으로 증가하여 1,000GW에 이를 것으로 예상됩니다.(출처 : 한국수출입은행, 한국에너지기술연구원, IEA PVPS)

(다) 디스플레이 산업2017년 이후 글로벌 디스플레이 시장은 기술 진보와 경쟁 구도의 변화 속에서 구조적 재편이 진행되었습니다. 국내 디스플레이 패널 제조업체들은 LCD 중심의 수익 구조에서 벗어나 OLED 기반의 고부가가치 사업 모델로의 전환을 본격화하며 시장 환경 변화에 능동적으로 대응해 왔습니다. 2017년 글로벌 디스플레이 시장은 LCD의 점유율이 전체 시장의 90% 이상을 차지했습니다. 당시 국내 기업들은 LCD 시장 점유율 약 40%를 확보하고 있었습니다. 그러나 2018년부터 중국 주요 디스플레이 업체들이 국가 주도의 대규모 투자를 통해 10.5세대 초대형 LCD 생산라인을 본격 가동하면서 시장은 빠르게 재편되었습니다. 중국의 LCD 생산 비중이 2020년 50% 이상으로 급격히 증가하며, 글로벌 LCD 단가는 2017년~2020년 3년 평균 30% 이상 하락하였고, 국내 기업들은 LCD 부문의 수익성이 악화되었습니다.이러한 흐름 속에서 국내 디스플레이 제조사들은 수익성 확보와 미래 경쟁력 유지를 위해 OLED 중심의 기술 전환을 본격화하였습니다. 2021년 이후, OLED 시장은 중소형 디스플레이뿐 아니라 IT기기 및 차량용 분야로의 확장세를 보이며 지속적인 성장세를 나타냈습니다. OLED 시장 규모는 2020년 약 370억 달러에서 2023년에는 500억 달러를 돌파했으며, 연평균 성장률(CAGR)은 10% 이상을 기록하였습니다. 특히 OLED가 전체 디스플레이 시장에서 차지하는 비중은 2020년 25% 수준에서 2024년에는 33% 까지 확대되었습니다.국내 디스플레이 제조사들은 이와 같은 OLED 수요 확대에 대응하여 차세대 기술 개발에 집중하고 있습니다. OLED의 휘도 및 소비 전력 개선을 통해 프리미엄 TV 시장에서 기술 경쟁력을 지속 강화하고 있으며, 차량용 디스플레이, 노트북·태블릿용 OLED, 폴더블 및 롤러블 디스플레이 등 신규 수요처 확대에도 박차를 가하고 있습니다. 2026년 전체 OLED 시장 규모는 488억 달러로 전망되며, 2027년에는 541억 달러 수준성장할 것으로 예상됩니다. (출처 : DSCC, Omdia, 한국디스플레이산업협회)

(3) 경기변동의 특성(가) 반도체 산업반도체 산업의 경기변동은 주로 소자업체들의 설비투자계획에 민감하게 반응하는 경향이 있습니다. 일반적으로 반도체 소자업체의 경기변동은 일정한 주기로 호황기와 침체기를 반복하는 양상을 보이고 있으며, 이러한 경기 사이클은 반도체 장비업체에도 적용되고 있습니다.(나) 태양광 산업태양광 산업은 정부 주도형 산업이며, 국가의 보급정책 및 국가 정부보조가 주를 이루고 있기 때문에 전반적인 시장의 분위기는 경기변동에 크게 민감하지 않습니다. 다만, 2021년부터 본격 시행된 신기후체계인 파리기후협약에 따라 주요국의 탄소중립 선언 등 전세계적 차원에서의 대응은 향후 전체 태양광 산업에 활력을 불어넣는 기회가 될 수 있으며, 에너지에 대한 국가의 정책결정에 영향을 받을 수 있습니다.(다) 디스플레이 산업디스플레이 산업의 최종 제품인 TV, 컴퓨터용 모니터, 휴대전화 등은 경기에 민감한제품으로 디스플레이 업체들의 실적은 소비자의 수요에 따라 변동이 상당히 큰 산업입니다. 디스플레이 장비 산업 역시 경기에 다소 후행하는 특성을 가지며, 경기에 민감하게 반응하고 있습니다. 

(4) 경쟁요소(가) 반도체 산업반도체 시장 진입을 위한 경쟁요소는 다음의 3가지로 요약할 수 있습니다.① 소자업체의 시스템에 맞는 장비 개발

② 지속적인 R&D 투자

③ 경기순환에 대처할 수 있는 다양한 제품구성

반도체 장비산업은 세계화가 이루어진 상태로, 경쟁사는 2~4개로 압축되며 국내외 전방 고객사는 장비의 국산 여부보다 생산성 및 신뢰성 평가에 주안점을 두고 업체를정하고 있습니다. 신규 업체의 경우 기존 업체들에 비해 현장에서 신뢰성을 입증하는데 어려움이 있어 시장 진입 자체에 어려움을 겪고 있습니다.

또한 장비시장은 제품의 품질, 가격, 납기 등이 장비 선정의 중요한 결정요소로서 고객의 요구사항에 적절하게 대응 가능한 장비업체가 최종 공급자로 선정되는 완전 자유 경쟁체제입니다. 하지만 실질적으로는 공정 보안문제, 이전 세대에서의 양산검증 여부, 패널업체로부터의 신뢰성, 공정간의 연계성 등의 이유로 시장 초기에 진입한 업체가 차세대 장비 시장에 계속 참여할 가능성이 높습니다.

반도체 장비 산업은 주문제작산업이며 산업을 둘러싼 국내외적 환경변화가 극심한 산업입니다. 이에 따라 최첨단 장비 개발을 위해 막대한 연구개발 비용 투자와 다수의 인력을 투입할 수 있는 대기업형 산업 구조가 필요한 반면 상황 변화에 보다 융통성 있게 대처할 수 있는 중소기업형 산업 구조도 갖추어야 합니다. 국내 반도체 산업의 경우, 대기업과 중소기업의 효율적인 협력을 통해 대기업 중심의 최첨단 기술 확보와 중소기업 육성에 집중하여 산업의 체질을 강화하는 산업 정책이 수반되어야 합니다.(나) 태양광 산업향후 태양광 산업의 주요 경쟁요소는 ① 가격경쟁력, ② 태양전지의 고효율화 두 가지로 요약할 수 있습니다. 그리드패리티(Grid Parity: 태양광 발전단가가 화석원료와같아지는지점) 도달로 수요층이 개도국 및 B2C로 확산되고 기업 간 규모의 경제를 통한 원가경쟁력 확보를 위해 증설 경쟁 및 기술 경쟁도 보다 치열하게 지속될 전망입니다. (다) 디스플레이 산업디스플레이 OLED산업은 대량 생산이 가능한 양산설비 구축이 산업의 주요한 경쟁요소로, 생산을 담당하는 패널업체가 매우 중요합니다. 패널업체는 패널의 디자인, R&D, 생산, 공급 등을 포괄하여 수행하고 있으며, 생산을 위한 소재·부품·장비기업과수요기업으로 전체 가치사슬을 구성하고 있습니다. 한편, LCD 시장은 중국의 대규모 투자로 인한 수익성이 빠르게 하락하여, 국내 기업이 생산 감산을 결정하며 생산량이 큰 폭으로 하락하였습니다. OLED시장에서 국내 기업은 양산 기술을 선도적으로 확보하였으며, 수익성이 높아 국내 패널 기업은 LCD에서 OLED를 중심으로 산업구조를 전환하는 중입니다. 국내 패널기업은 중소형 OLED, 대형 OLED 분야 모두대규모 투자를 계획하고 있으며 시장 내 입지를 지속적으로 확대하는 중입니다.(5) 시장점유율(가) 반도체 장비 시장당사가 주력하고 있는 반도체 전공정 장비인 ALD 장비의 시장 규모는 2026년 기준 39.3억 달러로 성장하여 연평균 복합 성장률(CAGR) 8%대를 기록할 전망입니다. 이러한 성장률을 바탕으로 2030년에는 약 53.9억 달러 규모에 이를 것으로 예상되며, 당사는 ALD 장비 시장에서 2025년 기준 세계 시장 점유율 4위를 기록하고 있습니다. (Source : The Business Research Company)(나) 태양광 장비 시장당사는 현재 결정질(c-Si) 실리콘형, 박막형(Thin Film) 태양전지 장비 뿐만 아니라 차세대 태양전지 장비인 페로브스카이트 태양전지 장비와 기존 실리콘 태양전지 위에 페로브스카이트 태양전지를 올려 발전 효율을 높인 텐덤 셀 증착장비를 공급할 수 있는 능력을 갖춘 국내 유일의 회사입니다. 이를 통해 북미와 유럽시장 등을 중심으로 공급을 추진하고 있으며, 고객사 다변화로 태양광 시장에서 본격적으로 입지를 다지고 있습니다.(다) 디스플레이 장비 시장당사의 Oxide TFT 장비는 대면적 OLED 디스플레이 양산에 있어 전 세계적으로 그 기술력을 인정받으며 세계 시장 점유율 약 40% 이상을 차지하고 있습니다. 대형 Encapsulation 장비의 경우 세계 시장 점유율 100%를 차지하고 있습니다.(6) 당사 경쟁력 등

(가) 반도체 장비 시장시장조사기관 가트너 발표자료에 따르면 2025년 기준 ALD 장비 세계 시장 점유율은네덜란드의 ASM International이 메모리, 비메모리 분야 전반에 걸쳐 높은 시장점유율을 보이고 있으며, 다음으로 일본의 TEL, 미국의 LAM Research, 그리고 당사가 4위를 차지하였습니다. ALD 시장은 다양한 어플리케이션으로 분류되는데 당사의 경우 메모리 반도체 DRAM Capacitor에서도 반도체 성능향상에 중요한 역할을 하는 High-k layer ALD 증착 기술에 특화되어 있습니다. 또한, 당사의 장비는 주문자생산방식(OEM)으로 동일 품목이라 하더라도 고객의 주문에 따라 사양이 상이합니다.Tech-Migration의 가속화로 반도체 소자가 고집적화, 미세화 됨에 따라 캐패시터의 미세화에 필수적인 주성의 SDP System(Space Divided Plasma ALD/CVD ; 공간분할 플라즈마 증착기)의 수요가 지속적으로 증가하였습니다. 20nm 이하 반도체 미세공정에서 실리콘 산화막, 실리콘 질화막, 금속막 및 High-k 공정의 모든 ALD 및 CVD 공정 장비를 대체할 수 있어 국내외 주요 소자업체에 납품되어 왔으며 당사 매출에상당한 기여를 하고 있습니다. 특히, 캐패시터의 미세화는 구조상의 한계에 봉착하여캐패시터의 구조를 바꾸는 것이 아닌 앱실론이라는 유전 상수 값을 올려주는 High-k물질 증착을 통해 유전율을 높이는 것이 필요합니다. 이에 High-k 물질 대응 능력이 장비의 경쟁력을 결정하고 있어 당사의 High-k ALD 증착 기술에 대한 수요는 지속적으로 증가할 것으로 예상됩니다.한편, 당사는 전세계 AI 수요의 급증에 선제적으로 대응하여 차별화된 ALG(Atomic Layer Growth) 기술을 기반으로 메모리와 비메모리의 다양한 어플리케이션 수요를 충족하는 반도체 양산 장비를 지속적으로 개발하고 있습니다. 제품군을 다변화하면서 시장의 트렌드에 맞는 차세대 기술 및 장비 개발에 박차를 가하고 있으며 최근 글로벌 고객사에 ALG Transistor Full Integration 장비를 출하하는 등 신규 시장 창출을 본격 추진하고 있습니다.

(나) 태양전지 장비 시장당사는 웨이퍼를 원료로 하는 결정질 태양전지 생산공정의 Key process인 PECVD,MOCVD, RIE 장비를 개발하였으며, 수주 및 출하된 박막형 태양전지 제조장비는 저렴한 Glass 사용이 가능하며, 넓은 면적의 글래스 사용으로 생산성을 향상 시킬 있는 것이 특징입니다. 당사는 이미 5세대 이상의 대면적 Glass용 PECVD 장비관련기술 경쟁력과 강력한 인프라를 TFT-LCD 분야에서 이미 확보한 바 있어, 유사한 하드웨어를 사용하는 태양전지 장비분야로의 진입에 매우 용이한 기반을 갖추고 있습니다. 2007년 12월부터는 결정질과 박막형의 장점을 살린 하이브리드 태양전지를 프랑스 CEA와 공동개발하여 2011년 관련 장비의 납품이 완료되었으며, 효율과 비용절감을 실현하기 위해 노력하고 있습니다.현재는 박막(Thin Film)형, 결정질 실리콘(c-Si)형 등 모든 태양전지 양산 장비를 공급할 수 있는 능력을 갖춘 국내 유일의 회사로 결정질 태양전지 장비를 미국과 프랑스의 태양전지 회사에 공급 완료하여 더욱 본격적인 시장 개척이 진행되고 있습니다.이에 당사는 고객 및 합작사에게 가장 경쟁력 있는 기술을 지속적으로 개발, 공급할 계획입니다.특히 당사는 세계 최초 기술인 반도체 ALD(원자층 증착)+ALG(원자층 성장) 초미세 공정기술과 OLED(유기발광다이오드) 디스플레이 대면적 증착 기술을 융복합한 기술을 바탕으로 35% 이상 효율 구현이 가능한 차세대 태양전지 탠덤(HJT+페로브스카이트) 장비를 시장에 최초로 선보여 산업에 새로운 패러다임을 제시할 전망입니다. 해당 기술은 최근 차세대 디스플레이와 우주 AI 데이터센터용 태양전지까지 활용 가능성이 확대되며 더욱 주목받고 있습니다.

미국, 유럽 주요 선진국들은 글로벌 ESG의 중요성을 계속해서 강조하고 있으며 재생에너지 발전을 촉구하고 있습니다. 이러한 상황 속에서 당사의 양산 가능한 초고효율태양전지 기술은 온실가스 단축을 위한 탄소중립과 기후변화 대응 정책 수립, 글로벌신재생에너지 발전에도 크게 기여할 수 있으며 앞으로도 고객 및 합작사에게 가장 경쟁력 있는 기술을 지속적으로 개발, 공급할 계획입니다.

(다) 디스플레이 장비 시장디스플레이 공정은 크게 PI 공정, TFT 공정, OLED Encap 공정으로 나눌 수 있으며,당사는 중소형, 대형 OLED 디스플레이 패널에 대하여 TFT 및 Encap 공정에 대한 장비 포트폴리오를 보유하고 있습니다. 기존 디스플레이는 높은 전자 이동속도를 가진 Oxide TFT의 필요에 따라 PVD 방식의 IGZO를 사용하고 있었으나 이동속도 증대의 한계, 높은 생산 비용, 안정성 문제 그리고 공정의 복잡성 등으로 개발에 어려움을 겪었습니다. 당사는 세계 최초로 Oxide TFT 용 TSD CVD(ALD) 장비를 개발하며 PVD 대비 3배 이상 높은 전자 이동속도와 20% 이상 전력 소모량이 저감되는 효과를 구현하였습니다. 또한 낮은 생산 비용, 공정 단순화 그리고 안정성을 확보한 장비를 개발함으로써 디스플레이 Oxide TFT 시장에서 경쟁우위를 차지했습니다. 현재 당사는 국내 최초로 10.5세대 TFT (MOALD & PECVD) 장비를 개발 완료하였습니다. 2세대부터 10.5세대까지 모든 세대의 디스플레이 패널 양산에 대응이 가능하며, IT/Mobile/AR·VR에 들어가는 중소형 OLED 디스플레이 패널과 대면적 프리미엄 TV를 양산하는 대형 OLED 디스플레이 패널을 구현하는 데 핵심적인 역할을하고 있습니다.한편, 당사는 세계 최초로 디스플레이 ALD, CVD 공정을 하나의 챔버에서 구현하는 Hybrid Encap 장비를 개발하였습니다. OLED 디스플레이 패널의 취약점인 산소와 수분으로부터 투습력을 극대화하여 패널의 수명을 증가시키는 기술로 중소형, 대형 OLED 디스플레이 패널 양산에 모두 대응이 가능합니다. 특히 대형 OLED 디스플레이 패널에 대응 가능한 Encap 장비를 당사에서 전세계 최초로 개발하여 고객사에 공급하고 있습니다.

마. 회사의 현황

